Animal_ID,Deployment_ID,Tags_SatTag_Manufacturer,Tags_SatTag_Model,Tags_SatTag_ID,Tags_PTT,Data_Track_QCFlag,Tags_SatTag_Comments,Tags_TDR1_Manufacturer,Tags_TDR1_Model,Tags_TDR1_ID,Tags_TDR1_Loc,Data_TDR1_QCFlag,Tags_TDR1_Comments,Tags_TDR2_Manufacturer,Tags_TDR2_Model,Tags_TDR2_ID,Tags_TDR2_Loc,Data_TDR2_QCFlag,Tags_TDR2_Comments,Tags_TDR3_Manufacturer,Tags_TDR3_Model,Tags_TDR3_ID,Tags_TDR3_Loc,Data_TDR3_QCFlag,Tags_TDR3_Comments,Data_TDR1_DepthResolution_m,Data_TDR1_SamplingFrequency_Hz,Data_TDR2_DepthResolution_m,Data_TDR2_SamplingFrequency_Hz,Data_TDR3_DepthResolution_m,Data_TDR3_SamplingFrequency_Hz,Deployment_Departure_Datetime,Deployment_Arrival_Datetime,Deployment_Departure_Lat,Deployment_Departure_Lon,Deployment_Arrival_Lat,Deployment_Arrival_Lon,Deployment_Departure_Loc,Deployment_Arrival_Loc,Deployment_Trip,Animal_BirthYear,Animal_AgeClass,Animal_Sex,Deployment_Manipulation,Deployment_ManipulationType,Animal_HadPup,Deployment_Year
R575,2006047,Wildlife Computers,SPOT,04S0660,56485,3,noisy locations,Wildlife Computers,Mk10,06A0209,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/29/2006 7:00,1/15/2007 10:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2006
1817,2006048,Wildlife Computers,SPOT,04S0658,56483,2,noisy locations,Wildlife Computers,Mk10,06A0157,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/6/2006 21:00,1/20/2007 7:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,Y,2006
O80,2006049,Wildlife Computers,Mk10,06A0172,39454,3,NA,Wildlife Computers,Mk10,06A0172,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/9/2006 3:00,1/14/2007 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2006
1641,2006050,Wildlife Computers,SPOT,04S0117,37591,2,NA,Wildlife Computers,Mk10,06A0160,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/2/2006 1:45,1/14/2007 23:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,Y,2006
1113,2006051,Wildlife Computers,Mk10,06A0174,28596,4,few locations,Wildlife Computers,Mk10,06A0174,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/3/2006 8:30,11/6/2006 20:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,N,2006
O242,2006052,Wildlife Computers,Mk10,06A0173,24176,3,NA,Wildlife Computers,Mk10,06A0173,Head,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/7/2006 23:00,1/16/2007 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2006
1150,2006053,Wildlife Computers,Mk10,06A0079,25955,4,few locations,Wildlife Computers,Mk10,06A0079,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/4/2006 6:30,11/8/2006 7:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,N,2006
R749,2006054,Wildlife Computers,Mk10,06A0151,56492,4,weird loopy and few locations,Wildlife Computers,Mk10,06A0151,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/11/2006 1:30,1/21/2007 23:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2006
M583,2006055,SMRU,GPS,10369,23099,2,NA,Wildlife Computers,Mk10,06A0159,Back,1,NA,SMRU,GPS,10369,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/14/2006 5:00,1/19/2007 14:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1996,Adult,F,N,NA,Y,2006
1830,2006056,SMRU,GPS,10366,14753,1,NA,Wildlife Computers,Mk10,06A0162,Back,5,NA,SMRU,GPS,10366,Head,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/13/2006 18:30,8/18/2006 10:45,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2002,Adult,F,N,NA,N/A,2006
1502,2006057,SMRU,GPS,10367,23097,2,NA,Wildlife Computers,Mk10,06A0163,Back,1,NA,SMRU,GPS,10367,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/14/2006 6:00,1/21/2007 22:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2006
W526,2006058,SMRU,GPS,10381,22921,1,NA,Wildlife Computers,Mk10,06A0171,Back,1,NA,SMRU,GPS,10381,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/19/2006 21:00,11/18/2006 19:00,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PM,1996,Adult,F,N,NA,N,2006
M141,2006059,Wildlife Computers,SPOT,04S0665,56490,2,NA,Wildlife Computers,Mk9,490963,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/20/2006 17:30,1/23/2007 7:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,Y,2006
R299,2006060,Wildlife Computers,SPOT,06S0666,56491,2,NA,Wildlife Computers,Mk10,06A0213,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/19/2006 12:30,1/21/2007 20:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,Y,2006
O564,2006061,SMRU,GPS,10365,65982,2,NA,Wildlife Computers,Mk10,06A0360,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/18/2006 2:00,1/24/2007 2:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2006
Pepa,2006062,Wildlife Computers,SPOT,NA,59114,4,few locations,Wildlife Computers,Mk9,490951,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,2/22/2006 9:00,6/2/2006 4:00,28.311,-115.569,28.311,-115.569,SABE,SABE,PB,NaN,Adult,F,N,NA,N/A,2006
1812,2007001,Wildlife Computers,SPOT,NA,59108,1,NA,Wildlife Computers,Mk9,490352,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/7/2007 3:15,4/8/2007 20:30,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2002,Adult,F,N,NA,N/A,2007
1623,2007002,Wildlife Computers,SPOT,04S0214,44637,1,NA,Wildlife Computers,Mk9,490850,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/14/2007 0:00,4/2/2007 3:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,NA,N/A,2007
J494,2007003,Wildlife Computers,SPOT,04S0209,44634,1,"very short/coastal, check",Wildlife Computers,Mk9,490854,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/15/2007 0:47,4/16/2007 20:05,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1994,Adult,F,N,NA,N/A,2007
2090,2007004,Wildlife Computers,SPOT,05S0069,59111,2,NA,Wildlife Computers,Mk9,490851,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/16/2007 11:31,4/26/2007 20:40,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2007
O731,2007005,Wildlife Computers,SPOT,04S0208,44633,2,NA,Wildlife Computers,Mk9,490357,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2007 11:39,5/1/2007 3:29,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,NA,N/A,2007
M215,2007006,Wildlife Computers,SPOT,05S0070,59112,1,NA,Wildlife Computers,Mk9,490158,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/21/2007 1:26,5/17/2007 17:01,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,NaN,Adult,F,N,NA,N/A,2007
R94,2007007,Wildlife Computers,SPOT,05S0072,59114,2,NA,Wildlife Computers,Mk9,490151,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/20/2007 17:57,5/2/2007 8:36,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,NA,N/A,2007
1735,2007008,Wildlife Computers,SPOT,05S0073,59115,1,NA,Wildlife Computers,Mk9,490132,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/20/2007 16:48,5/1/2007 9:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2007
R948,2007009,Wildlife Computers,SPOT,04S0210,44635,2,NA,Wildlife Computers,Mk9,490122,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/17/2007 19:09,5/3/2007 3:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2007
R541,2007010,Wildlife Computers,SPOT,05S0071,59113,1,NA,Wildlife Computers,Mk9,490336,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/16/2007 2:32,4/30/2007 9:11,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2007
1901,2007011,Wildlife Computers,SPOT,05S0067,59109,1,NA,Wildlife Computers,Mk9,490853,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/18/2007 18:11,5/1/2007 9:33,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2007
1751,2007012,Wildlife Computers,SPOT,04S0216,44639,5,No useable data,Wildlife Computers,Mk9,490117,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,NaN,NaN,ANNU,NA,NA,2002,Adult,F,N,NA,N/A,NaN
WX444,2007013,Wildlife Computers,SPOT,04S0207,44632,2,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/20/2007 8:03,5/2/2007 13:13,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2007
1869,2007014,Wildlife Computers,Mk10,06A0149,56480,1,NA,Wildlife Computers,Mk10,06A0149,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/21/2007 15:12,4/25/2007 7:27,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2007
W1412,2007015,Wildlife Computers,Mk10,06A0174,28596,1,NA,Wildlife Computers,Mk10,06A0174,Head,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/23/2007 6:50,5/11/2007 7:00,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PB,1999,Adult,F,N,NA,N/A,2007
L634,2007016,Wildlife Computers,SPOT,05S0065,59107,2,NA,Wildlife Computers,Mk9,490360,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/6/2007 21:11,5/2/2007 19:52,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1995,Adult,F,N,NA,N/A,2007
R279,2007017,Wildlife Computers,SPOT,05S0068,59110,1,NA,Wildlife Computers,Mk9,490963,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/19/2007 5:00,4/28/2007 8:50,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,NA,N/A,2007
1789,2007018,Wildlife Computers,SPOT,05S0074,59116,1,NA,Wildlife Computers,Mk9,490156,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,2/17/2007 20:30,3/30/2007 1:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PB,2002,Adult,F,N,NA,N/A,2007
K562,2007019,SMRU,NA,10575,72775,2,NA,Wildlife Computers,Mk9,490858,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,3/1/2007 1:04,5/17/2007 4:10,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1994,Adult,F,N,NA,N/A,2007
WX265,2007020,SMRU,CTD,10574,72771,2,NA,Wildlife Computers,Mk9,490157,Back,1,NA,SMRU,CTD,10574,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/25/2007 12:43,5/8/2007 6:56,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2000,Adult,F,N,NA,N/A,2007
R999,2007030,SMRU,NA,10587,35683,2,NA,Wildlife Computers,Mk10,06A0212,Back,3,NA,SMRU,NA,10587,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/10/2007 1:20,1/19/2008 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2007
R697,2007031,SMRU,NA,10585,35682,2,NA,Wildlife Computers,Mk10,06A0213,Back,1,NA,SMRU,NA,10585,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/13/2007 3:15,11/8/2007 11:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,NA,N,2007
R949,2007032,Wildlife Computers,SPOT,04S0663,56488,2,NA,Wildlife Computers,Mk10,06A0171,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/11/2007 2:45,1/19/2008 0:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2007
N981,2007033,Wildlife Computers,SPOT,04S0665,56490,2,NA,Wildlife Computers,Mk10,06A0170,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/13/2007 1:00,1/18/2008 1:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2007
S217,2007034,Wildlife Computers,SPOT,04S0657,56482,3,NA,Wildlife Computers,Mk10,06A0160,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/13/2007 2:15,1/25/2008 12:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,Y,2007
R299,2007035,Wildlife Computers,SPOT,04S0660,56485,2,NA,Wildlife Computers,Mk10,06A0159,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/15/2007 15:00,1/19/2008 5:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,NA,Y,2007
R736,2007036,Wildlife Computers,Mk10,07A0351,34078,3,NA,Wildlife Computers,Mk9,490152,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/5/2007 12:00,3/27/2008 6:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,N,2007
K366,2007037,SMRU,NA,10582,72774,2,NA,Wildlife Computers,Mk9,490233,Back,1,NA,SMRU,NA,10582,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/14/2007 2:15,1/15/2008 13:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1994,Adult,F,N,NA,N,2007
O555,2007038,SMRU,CTD,10583,72772,2,NA,Wildlife Computers,Mk9,490132,Back,1,NA,SMRU,CTD,10583,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/12/2007 2:30,1/24/2008 17:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,NA,Y,2007
J698,2007039,SMRU,NA,10615,35690,2,NA,Wildlife Computers,Mk9,490158,Back,1,NA,SMRU,NA,10615,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/7/2007 21:45,1/6/2008 5:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,1993,Adult,F,N,NA,Y,2007
W364,2007040,SMRU,CTD,10613,35894,2,NA,Wildlife Computers,Mk9,490124,Back,1,NA,SMRU,CTD,10613,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/10/2007 2:30,1/16/2008 13:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,NaN,Adult,F,N,NA,Y,2007
2218,2007041,Wildlife Computers,Mk10,07A0352,34079,1,NA,Wildlife Computers,Mk9,490851,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/8/2007 18:00,1/31/2008 1:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,N,2007
S305,2007042,Wildlife Computers,Mk10,07A0349,34076,2,odd loops because of data gaps,Wildlife Computers,Mk9,490122,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/3/2007 9:30,1/24/2008 16:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2007
2221,2007043,Wildlife Computers,Mk10,07A0348,34075,4,weird loopy thing,Wildlife Computers,Mk9,490151,Back,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NaN,NaN,NaN,NaN,NaN,NaN,6/2/2007 7:00,11/22/2007 14:00,37.116396,-122.330756,NaN,NaN,ANNU,NA,PM,2003,Adult,F,N,NA,N/A,2007
S105,2007044,Wildlife Computers,Mk10,07A0354,34082,3,NA,Wildlife Computers,Mk9,490858,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/31/2007 22:00,3/12/2008 20:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,NA,N,2007
J922,2007045,Wildlife Computers,Mk10,07A0353,34081,1,NA,Wildlife Computers,Mk9,490853,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/27/2007 22:00,10/16/2007 1:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1994,Adult,F,N,NA,N/A,2007
1244,2007046,Wildlife Computers,Mk10,07A0356,34083,2,NA,Wildlife Computers,Mk9,490854,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/10/2007 16:30,1/30/2008 12:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,NA,Y,2007
WX403,2007047,Wildlife Computers,Mk10,07A0346,34073,3,NA,Wildlife Computers,Mk9,490157,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/3/2007 4:00,1/13/2008 23:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,NA,Y,2007
R148,2007048,Wildlife Computers,Mk10,07A0350,34077,2,NA,Wildlife Computers,Mk9,490877,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,6/5/2007 5:45,1/17/2008 13:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,NA,Y,2007
N558,2007049,Wildlife Computers,Mk10,07A0347,34074,3,NA,Wildlife Computers,Mk9,490336,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,5/24/2007 19:15,1/8/2008 7:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1997,Adult,F,N,NA,Y,2007
J922,2007073,Wildlife Computers,Mk10,07A0353,34081,2,NA,Wildlife Computers,Mk9,490853,Back,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,8,NaN,NaN,NaN,NaN,10/28/2007 3:15,3/20/2008 21:00,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,1994,Adult,F,N,NA,N/A,2007
M558,2008001,Wildlife Computers,SPOT,04S0648,56473,1,NA,Wildlife Computers,Mk9,490854,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/12/2008 0:15,5/4/2008 4:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,NA,N/A,2008
O284,2008002,SMRU,CTD,10794,35684,2,some noisy locations,Wildlife Computers,Mk9,490132,Back,1,NA,SMRU,CTD,35684,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/16/2008 9:45,4/29/2008 16:30,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2008
WX82,2008003,SMRU,CTD,10756,35682,1,NA,Wildlife Computers,Mk9,490336,Back,1,NA,SMRU,CTD,10756,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/13/2008 4:45,4/28/2008 19:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2008
O700,2008004,SMRU,CTD,10764,35683,1,NA,Wildlife Computers,Mk9,490122,Back,1,NA,SMRU,CTD,10764,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2008 22:31,4/25/2008 15:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,NA,N/A,2008
WX541,2008005,SMRU,CTD,10588,35894,2,NA,Wildlife Computers,Mk9,490877,Back,1,NA,SMRU,CTD,10588,Head,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/14/2008 9:15,4/27/2008 15:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,NA,N/A,2008
K350,2008006,Wildlife Computers,SPOT,04S0649,56474,2,NA,Wildlife Computers,Mk9,490357,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/15/2008 20:00,4/14/2008 22:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1994,Adult,F,N,NA,N/A,2008
2088,2008007,Wildlife Computers,SPOT,05S0067,59109,2,NA,Wildlife Computers,Mk9,490359,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/10/2008 1:15,4/23/2008 6:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,NA,N/A,2008
O203,2008008,Wildlife Computers,SPOT,05S0072,59114,2,NA,Wildlife Computers,Mk9,490360,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/6/2008 11:45,4/18/2008 10:45,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,NA,N/A,2008
R400,2008009,Wildlife Computers,SPOT,05S0069,59111,2,NA,Wildlife Computers,Mk9,490963,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/7/2008 8:15,4/14/2008 14:00,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,NA,N/A,2008
N268,2008010,Wildlife Computers,SPOT,05S0071,59113,2,NA,Wildlife Computers,Mk9,490964,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/5/2008 12:30,4/7/2008 7:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1997,Adult,F,N,NA,N/A,2008
1360,2008011,Wildlife Computers,SPOT,04S0210,44635,2,NA,Wildlife Computers,Mk9,490879,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/7/2008 4:15,4/26/2008 17:15,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,NA,N/A,2008
M784,2008012,Wildlife Computers,SPOT,04S0209,44634,3,NA,Wildlife Computers,Mk9,490965,Back,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,0.5,4,NaN,NaN,NaN,NaN,2/13/2008 16:45,4/23/2008 20:30,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,NA,N/A,2008
