FieldID,TOPPID,PTTID,AnimalID,DepartDate,DepartDateMethod,EndTripDate,EndTripDateMethod,ArriveDate,ArriveDateMethod,DepartLat,DepartLon,ArriveLat,ArriveLon,DepartLoc,ArriveLoc,Season,BirthYear,AgeClass,Sex,Manipulation,ManipulationType,Comments,
B1109,2017045,152019,,05/21/2017 17:00:00,PTT,01/07/2018 02:00:00,PTT,01/07/2018 02:00:00,PTT,29.154288,-118.284639,,,GUAD,,PM,,Adult,F,N,,,
B1111,2017046,169331,,05/21/2017 01:00:00,PTT,01/05/2018 18:51:00,PTT,,,29.154288,-118.284639,,,GUAD,,PM,,Adult,F,N,,,
4441,2018001,174090,NESEXXXXANNU,02/08/2018 21:05:00,Argos,04/13/2018 11:25:00,TDR,04/13/2018 11:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,beginning of TDR record appears to be missing,
X553,2018002,174091,NESEXXXXANNU,02/15/2018 16:57:00,Argos,04/30/2018 12:00:00,Visual,04/30/2018 12:00:00,Visual,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,"beginning of TDR record appears to be missing, Argos positions are iffy but this is best estimate, dead battery on return",
C929,2018003,133781,NESEXXXXANNU,02/11/2018 04:39:00,TDR,05/04/2018 20:20:00,TDR,05/04/2018 20:20:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
X 71,2018004,133782,NESEXXXXANNU,02/19/2018 06:42:00,Argos,05/05/2018 00:03:00,Argos,05/05/2018 00:03:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,"depths are wrong, so used Argos to determine depart/arrival",
7510,2018005,174451,NESEXXXXANNU,02/17/2018 18:11:00,TDR,05/06/2018 11:05:00,TDR,05/06/2018 11:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
X817,2018006,174453,NESEXXXXANNU,02/21/2018 11:18:00,TDR,05/06/2018 05:43:00,TDR,05/06/2018 05:43:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2009,Adult,F,N,,,
WP836,2018007,174452,NESEXXXXANNU,02/22/2018 05:35:00,TDR,06/07/2018 09:05:00,TDR,06/07/2018 09:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
7532,2018008,174454,NESEXXXXANNU,02/21/2018 05:37:00,TDR,04/20/2018 18:42:00,TDR,04/20/2018 18:42:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
Y9268,2018009,41112,NESEXXXXANNU,02/21/2018 03:45:00,TDR,05/14/2018 12:59:00,TDR,05/14/2018 12:59:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
9723,2018021,142330,NESEXXXXANNU,06/01/2018 12:00:00,Argos,01/03/2019 23:48:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,Argos data don't have lat and long?  Not recovered,
7818,2018022,142320,NESEXXXXANNU,06/03/2018 10:39:00,TDR,12/09/2018 20:52:00,TDR,12/09/2018 20:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
X674,2018023,158373,NESEXXXXANNU,06/12/2018 17:43:00,TDR,01/16/2019 18:01:00,TDR,01/16/2019 18:01:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
7673,2018024,158375,NESEXXXXANNU,06/04/2018 22:22:00,TDR,01/11/2019 16:00:00,TDR,01/11/2019 16:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
7019,2018025,133778,NESEXXXXANNU,06/05/2018 07:06:00,TDR,01/25/2019 11:29:00,TDR,01/25/2019 11:29:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
6286,2018026,142326,NESEXXXXANNU,06/07/2018 22:31:00,TDR,01/10/2019 11:03:00,TDR,01/10/2019 11:03:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
6609,2018027,133774,NESEXXXXANNU,06/18/2018 17:57:00,TDR,01/21/2019 01:57:00,TDR,01/21/2019 01:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
4078,2018028,158527,NESEXXXXANNU,06/10/2018 16:13:00,TDR,01/21/2019 04:18:00,TDR,01/21/2019 04:18:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
9655,2018029,174090,NESEXXXXANNU,06/12/2018 18:19:00,Argos,01/10/2019 18:25:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2013,Adult,F,N,,not recovered,
X  1,2018030,158526,NESEXXXXANNU,06/21/2018 09:03:00,TDR,01/23/2019 21:05:00,TDR,01/23/2019 21:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2009,Adult,F,N,,,
5974,2018031,174091,NESEXXXXANNU,06/13/2018 21:08:00,TDR,01/23/2019 00:42:00,TDR,01/23/2019 00:42:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
PM695,2018032,137447,NESEXXXXANNU,06/22/2018 06:30:00,TDR,02/11/2019 12:00:00,Visual,02/11/2019 12:00:00,Visual,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PM,2009,Adult,F,N,,,
X262,2018033,133781,NESEXXXXANNU,06/17/2018 18:14:00,Argos,10/25/2018 04:07:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2008,Adult,F,N,,not recovered,
6564,2018034,158525,NESEXXXXANNU,06/16/2018 17:40:00,TDR,01/21/2019 17:09:00,TDR,01/21/2019 17:09:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
B1113,2018061,169333,,01/27/2018 00:00:00,PTT,04/29/2018 12:00:00,PTT,04/29/2018 12:00:00,PTT,28.972932,-118.297903,28.972932,-118.297903,GUAD,GUAD,PB,,Adult,F,N,,,
B1098,2018062,169330,,01/31/2018 00:00:00,PTT,,,,,28.972932,-118.297903,,,GUAD,,PB,,Adult,F,N,,,
B1107,2018063,169332,,02/03/2018 22:00:00,PTT,04/11/2018 12:00:00,PTT,04/11/2018 12:00:00,PTT,29.112953,-118.349986,29.154288,-118.284639,GUAD,GUAD,PB,,Adult,F,N,,,
B1109,2018064,169331,,01/09/2018 23:00:00,PTT,,,,,29.154288,-118.284639,,,GUAD,,PB,,Adult,F,N,,,
A728,2019001,178224,NESEXXXXANNU,02/13/2019 21:23:00,TDR,05/02/2019 06:40:00,TDR,05/02/2019 06:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2014,Adult,F,N,,,
7873,2019002,178228,NESEXXXXANNU,02/11/2019 20:08:00,TDR,04/30/2019 11:50:00,TDR,04/30/2019 11:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
B800,2019003,178225,NESEXXXXANNU,02/18/2019 12:26:00,TDR,04/12/2019 22:00:00,TDR,04/12/2019 22:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
9906,2019004,178222,NESEXXXXANNU,02/25/2019 02:20:00,Argos,04/27/2019 17:00:00,Argos,04/27/2019 17:00:00,Argos,37.116396,-122.330756,34.02,-120.3289948,ANNU,SMIS,PB,2014,Adult,F,N,,,
4179,2019005,178227,NESEXXXXANNU,02/22/2019 22:45:00,TDR,04/30/2019 05:36:00,TDR,04/30/2019 05:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,,
7694,2019006,178231,NESEXXXXANNU,02/20/2019 21:47:00,TDR,04/30/2019 18:04:00,TDR,04/30/2019 18:04:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
5684,2019007,133782,NESEXXXXANNU,02/23/2019 22:03:00,Argos,05/17/2019 12:00:00,Visual,05/17/2019 12:00:00,Visual,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2010,Adult,F,N,,sat tag dead on recovery ,
5689,2019008,178229,NESEXXXXANNU,03/02/2019 06:10:00,TDR,05/24/2019 11:30:00,TDR,05/24/2019 11:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,,
5628,2019009,178230,NESEXXXXANNU,02/22/2019 04:59:00,Argos,04/17/2019 19:53:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2011,Adult,F,N,,not recovered,
7865,2019010,178649,NESEXXXXANNU,02/28/2019 07:14:00,TDR,05/17/2019 01:25:00,TDR,05/17/2019 01:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
7606,2019021,178224,NESEXXXXANNU,05/29/2019 04:12:00,TDR,01/11/2020 11:02:00,TDR,01/11/2020 11:02:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
5707,2019022,178225,NESEXXXXANNU,05/31/2019 06:18:00,Argos,01/09/2020 14:12:00,Argos,01/09/2020 14:12:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,mk9 issues,
6299,2019023,178228,NESEXXXXANNU,06/09/2019 03:16:00,TDR,01/13/2020 01:36:00,TDR,01/13/2020 01:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
A572,2019024,182073,NESEXXXXANNU,06/12/2019 05:38:00,Argos,01/22/2020 00:00:00,Visual,01/22/2020 00:00:00,Visual,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2014,Adult,F,N,,lost tag,
6111,2019025,182072,NESEXXXXANNU,06/02/2019 04:12:00,TDR,10/19/2019 05:57:00,TDR,10/19/2019 05:57:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2011,Adult,F,N,,,
9613,2019026,178223,NESEXXXXANNU,06/08/2019 23:13:00,TDR,01/17/2020 19:02:00,TDR,01/17/2020 19:02:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
7904,2019027,182071,NESEXXXXANNU,06/01/2019 17:00:00,TDR,01/14/2020 10:17:00,TDR,01/14/2020 10:17:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
5430,2019028,133778,NESEXXXXANNU,06/08/2019 03:17:00,TDR,12/28/2019 13:27:00,TDR,12/28/2019 13:27:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2011,Adult,F,N,,,
5787,2019029,158527,NESEXXXXANNU,06/08/2019 17:29:00,Argos,11/19/2019 00:00:00,Visual,11/19/2019 00:00:00,Visual,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,lost tag,
7038,2019030,158375,NESEXXXXANNU,06/08/2019 06:14:00,Argos,01/14/2020 01:37:00,Argos,01/14/2020 01:37:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,mk9 issues,
7589,2019031,142326,NESEXXXXANNU,06/07/2019 00:00:00,VIS,01/18/2020 00:00:00,VIS,01/18/2020 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,,Adult,F,N,,"broken tag, no data",
9032,2020002,182070,NESEXXXXANNU,02/03/2020 21:36:00,TDR,04/15/2020 20:05:00,TDR,04/15/2020 20:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
A248,2020003,182074,NESEXXXXANNU,02/05/2020 05:28:00,TDR,04/24/2020 17:33:00,TDR,04/24/2020 17:33:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2015,Adult,F,N,,,
B800,2020004,178229,NESEXXXXANNU,02/15/2020 10:37:00,TDR,05/15/2020 21:38:00,TDR,05/15/2020 21:38:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,,Adult,F,N,,head tag lost,
9125,2020005,178231,NESEXXXXANNU,02/16/2020 10:58:00,TDR,05/09/2020 11:29:00,TDR,05/09/2020 11:29:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,head tag lost,
6767,2020006,,NESEXXXXANNU,02/14/2020 20:13:00,TDR,06/01/2020 05:00:00,TDR,06/01/2020 05:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,sat tag faulty - SMRU body comp,
WP553,2020007,178223,NESEXXXXANNU,02/14/2020 19:59:00,TDR,04/29/2020 01:26:00,TDR,04/29/2020 01:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2013,Adult,F,N,,,
A815,2020008,,NESEXXXXANNU,02/20/2020 01:18:00,TDR,05/07/2020 19:10:00,TDR,05/07/2020 19:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2015,Adult,F,N,,sat tag faulty - SMRU body comp,
A561,2020009,,NESEXXXXANNU,02/16/2020 01:00:00,TDR,05/10/2020 20:00:00,TDR,05/10/2020 20:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2014,Adult,F,N,,sat tag faulty - SMRU body comp,
7237,2020010,,NESEXXXXANNU,02/16/2020 00:00:00,VIS,05/10/2020 00:00:00,VIS,05/10/2020 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2012,Adult,F,N,,sat tag faulty - SMRU body comp,
4822,2020011,,NESEXXXXANNU,02/21/2020 00:00:00,VIS,,,,,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2011,Adult,F,N,,sat tag faulty - SMRU body comp; not recovered,
A132,2020012,182072,NESEXXXXANNU,02/28/2020 18:46:00,TDR,05/13/2020 03:53:00,TDR,05/13/2020 03:53:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2014,Adult,F,N,,,
A881,2020013,142320,NESEXXXXANNU,03/01/2020 05:23:00,Argos,05/21/2020 00:00:00,VIS,05/21/2020 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2015,Adult,F,N,,,
B 40,2020014,178226,NESEXXXXANNU,06/06/2020 04:44:00,TDR,01/15/2021 10:15:00,TDR,01/15/2021 10:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,,Adult,F,N,,,
4209,2020015,159412,NESEXXXXANNU,06/05/2020 00:44:00,Argos,01/08/2021 16:43:00,Argos,01/08/2021 16:43:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2010,Adult,F,N,,mk9 issues,
6111,2020016,46092,NESEXXXXANNU,05/31/2020 23:40:00,TDR,01/09/2021 23:49:00,TDR,01/09/2021 23:49:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,,Adult,F,N,,,
7294,2020017,46074,NESEXXXXANNU,06/01/2020 09:27:00,Argos,01/12/2021 06:15:00,Argos,01/12/2021 06:15:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,mk9 issues,
A278,2020018,182071,NESEXXXXANNU,06/12/2020 17:37:00,TDR,01/22/2021 02:35:00,TDR,01/22/2021 02:35:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,,Adult,F,N,,,
9838,2020019,182072,NESEXXXXANNU,06/04/2020 04:08:00,TDR,01/17/2021 02:55:00,TDR,01/17/2021 02:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2014,Adult,F,N,,,
6298,2020020,158525,NESEXXXXANNU,06/12/2020 01:03:00,Argos,02/03/2021 01:00:00,Argos,02/03/2021 01:00:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,cannot connect to bluetooth,
9064,2020021,91982,NESEXXXXANNU,06/16/2020 02:36:00,Argos,01/22/2021 15:54:00,Argos,01/22/2021 15:54:00,Argos,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,SPLASH test - trouble reading TDR record easily,
5974,2020022,174514,NESEXXXXANNU,06/21/2020 04:26:00,TDR,01/21/2021 01:55:00,TDR,01/21/2021 01:55:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2012,Adult,F,N,,,
B 66,2020023,174515,NESEXXXXANNU,06/25/2020 06:20:00,TDR,01/29/2021 11:25:00,TDR,01/29/2021 11:25:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2015,Adult,F,N,,,
6609,2020024,174516,NESEXXXXANNU,06/19/2020 05:48:00,TDR,01/22/2021 11:50:00,TDR,01/22/2021 11:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2013,Adult,F,N,,,
6012,2020025,174513,NESEXXXXANNU,06/20/2020 18:38:00,Argos,01/17/2021 13:59:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2011,Adult,F,N,,not recovered,
