FieldID,TOPPID,PTTID,AnimalID,DepartDate,DepartDateMethod,EndTripDate,EndTripDateMethod,ArriveDate,ArriveDateMethod,DepartLat,DepartLon,ArriveLat,ArriveLon,DepartLoc,ArriveLoc,Season,BirthYear,AgeClass,Sex,Manipulation,ManipulationType,Comments,
G102,2006038,56481,NESE0213ANNU,05/21/2006 11:00:00,TDR,01/04/2007 18:00:00,PTT,01/04/2007 18:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1989,Adult,F,N,,,
M780,2006039,56482,NESE0212ANNU,06/01/2006 12:00:00,TDR,01/15/2007 00:00:00,PTT,01/15/2007 00:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
1551,2006040,60254,NESE0214ANNU,,,,,,,,,,,ANNU,,,2001,Adult,F,N,,NO USABLE DATA,
O401,2006041,56488,NESE0215ANNU,06/03/2006 10:00:00,TDR,01/11/2007 02:00:00,TDR,01/11/2007 02:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
O448,2006042,56489,NESE0216ANNU,,,,,,,,,,,ANNU,,,1998,Adult,F,N,,NO USABLE DATA,
L720,2006043,37593,NESE0217ANNU,06/01/2006 22:15:00,PTT,01/16/2007 00:30:00,PTT,01/16/2007 00:30:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1995,Adult,F,N,,,
O256,2006044,56487,NESE0218ANNU,06/05/2006 14:00:00,TDR,01/23/2007 19:00:00,TDR,01/23/2007 19:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
1196,2006045,56484,NESE0219ANNU,06/05/2006 12:00:00,PTT,07/24/2006 04:30:00,PTT,07/24/2006 04:30:00,PTT,37.116396,-122.330756,,,ANNU,,PM,2001,Adult,F,N,,not recovered,
N 17,2006046,37597,NESE0220ANNU,06/10/2006 22:00:00,TDR,01/27/2007 17:00:00,TDR,01/27/2007 17:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1996,Adult,F,N,,,
R575,2006047,56485,NESE0221ANNU,05/29/2006 07:00:00,TDR,01/15/2007 10:00:00,TDR,01/15/2007 10:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
1817,2006048,56483,NESE0222ANNU,06/06/2006 21:00:00,TDR,01/20/2007 07:00:00,TDR,01/20/2007 07:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
O 80,2006049,39454,NESE0224ANNU,06/09/2006 03:00:00,TDR,01/14/2007 00:00:00,VIS,01/14/2007 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
1641,2006050,37591,NESE0225ANNU,06/02/2006 01:45:00,PTT,01/14/2007 23:00:00,PTT,01/14/2007 23:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
1113,2006051,28596,NESE0226ANNU,06/03/2006 08:30:00,TDR,11/06/2006 20:00:00,TDR,11/06/2006 20:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
O242,2006052,24176,NESE0227ANNU,06/07/2006 23:00:00,TDR,01/16/2007 00:00:00,PTT,01/16/2007 00:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
1150,2006053,25955,NESE0228ANNU,06/04/2006 06:30:00,TDR,11/08/2006 07:00:00,TDR,11/08/2006 07:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
R749,2006054,56492,NESE0229ANNU,06/11/2006 01:30:00,TDR,01/21/2007 23:00:00,TDR,01/21/2007 23:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
M583,2006055,23099,NESE0230ANNU,06/14/2006 05:00:00,TDR,01/19/2007 14:00:00,TDR,01/19/2007 14:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1996,Adult,F,N,,,
1830,2006056,14753,NESE0231ANNU,06/13/2006 18:30:00,PTT,08/18/2006 10:45:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2002,Adult,F,N,,not recovered,
1502,2006057,23097,NESE0232ANNU,06/14/2006 06:00:00,TDR,01/21/2007 22:00:00,TDR,01/21/2007 22:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
W 526,2006058,22921,NESE0233ANNU,06/19/2006 21:00:00,TDR,11/18/2006 19:00:00,TDR,11/18/2006 19:00:00,TDR,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PM,1996,Adult,F,N,,,
M141,2006059,56490,NESE0223ANNU,06/20/2006 17:30:00,TDR,01/23/2007 07:00:00,TDR,01/23/2007 07:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
R299,2006060,56491,NESE0234ANNU,06/19/2006 12:30:00,PTT,01/21/2007 20:15:00,PTT,01/21/2007 20:15:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
O564,2006061,65982,NESE0235ANNU,06/18/2006 02:00:00,TDR,01/24/2007 02:00:00,TDR,01/24/2007 02:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
pepa,2006062,59114,NESE0034SABE,02/22/2006 09:00:00,TDR,06/02/2006 04:00:00,PTT,06/02/2006 04:00:00,PTT,28.311,-115.569,28.311,-115.569,SABE,SABE,PB,NaN,Adult,F,N,,,
1812,2007001,59108,NESE0240ANNU,02/07/2007 03:15:00,PTT,04/08/2007 20:30:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2002,Adult,F,N,,not recovered,
1623,2007002,44637,NESE0241ANNU,02/14/2007 00:00:00,VIS,04/02/2007 03:00:00,PTT,04/02/2007 03:00:00,PTT,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,,,
J494,2007003,44634,NESE0242ANNU,02/15/2007 00:47:00,TDR,04/16/2007 20:05:00,TDR,04/16/2007 20:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1994,Adult,F,N,,,
2090,2007004,59111,NESE0243ANNU,02/16/2007 11:31:00,TDR,04/26/2007 20:40:00,TDR,04/26/2007 20:40:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
O731,2007005,44633,NESE0244ANNU,02/14/2007 11:39:00,TDR,05/01/2007 03:29:00,TDR,05/01/2007 03:29:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,,,
M215,2007006,59112,NESE0245ANNU,02/21/2007 01:26:00,TDR,05/17/2007 17:01:00,TDR,05/17/2007 17:01:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,NaN,Adult,F,N,,,
R 94,2007007,59114,NESE0246ANNU,02/20/2007 17:57:00,TDR,05/02/2007 08:36:00,TDR,05/02/2007 08:36:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,,,
1735,2007008,59115,NESE0247ANNU,02/20/2007 16:48:00,TDR,05/01/2007 09:15:00,TDR,05/01/2007 09:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
R948,2007009,44635,NESE0248ANNU,02/17/2007 19:09:00,TDR,05/03/2007 03:15:00,TDR,05/03/2007 03:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
R541,2007010,59113,NESE0249ANNU,02/16/2007 02:32:00,TDR,04/30/2007 09:11:00,TDR,04/30/2007 09:11:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
1901,2007011,59109,NESE0250ANNU,02/18/2007 18:11:00,TDR,05/01/2007 09:33:00,TDR,05/01/2007 09:33:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
1751,2007012,44639,NESE0251ANNU,,,,,,,,,,,ANNU,,,2002,Adult,F,N,,NO USABLE DATA,
WX444,2007013,44632,NESE0252ANNU,02/20/2007 08:03:00,TDR,05/02/2007 13:13:00,TDR,05/02/2007 13:13:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
1869,2007014,56480,NESE0253ANNU,02/21/2007 15:12:00,TDR,04/25/2007 07:27:00,TDR,04/25/2007 07:27:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
W1412,2007015,28596,NESE0254ANNU,02/23/2007 06:50:00,TDR,05/11/2007 07:00:00,TDR,05/11/2007 07:00:00,TDR,37.116396,-122.330756,37.994242,-122.993187,ANNU,PTRE,PB,1999,Adult,F,N,,,
L634,2007016,59107,NESE0239ANNU,02/06/2007 21:11:00,TDR,05/02/2007 19:52:00,TDR,05/02/2007 19:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1995,Adult,F,N,,,
R279,2007017,59110,NESE0255ANNU,02/19/2007 05:00:00,TDR,04/28/2007 08:50:00,TDR,04/28/2007 08:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
1789,2007018,59116,NESE0256ANNU,02/17/2007 20:30:00,PTT,03/30/2007 01:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2002,Adult,F,N,,not recovered,
K562,2007019,72775,NESE0257ANNU,03/01/2007 01:04:00,TDR,05/17/2007 04:10:00,TDR,05/17/2007 04:10:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1994,Adult,F,N,,,
WX265,2007020,72771,NESE0258ANNU,02/25/2007 12:43:00,TDR,05/08/2007 06:56:00,TDR,05/08/2007 06:56:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2000,Adult,F,N,,,
R999,2007030,35683,NESE0268ANNU,06/10/2007 01:20:00,TDR,01/19/2008 00:00:00,VIS,01/19/2008 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
R697,2007031,35682,NESE0269ANNU,06/13/2007 03:15:00,TDR,11/08/2007 11:30:00,TDR,11/08/2007 11:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
R949,2007032,56488,NESE0270ANNU,06/11/2007 02:45:00,TDR,01/19/2008 00:00:00,PTT,01/19/2008 00:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
N981,2007033,56490,NESE0271ANNU,06/13/2007 01:00:00,TDR,01/18/2008 01:15:00,TDR,01/18/2008 01:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
S217,2007034,56482,NESE0272ANNU,06/13/2007 02:15:00,TDR,01/25/2008 12:00:00,TDR,01/25/2008 12:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
R299,2007035,56485,NESE0273ANNU,06/15/2007 15:00:00,TDR,01/19/2008 05:00:00,PTT,01/19/2008 05:00:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
R736,2007036,34078,NESE0274ANNU,06/05/2007 12:00:00,TDR,03/27/2008 06:00:00,GPS,03/27/2008 06:00:00,GPS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,super long trip?,
K366,2007037,72774,NESE0275ANNU,06/14/2007 02:15:00,TDR,01/15/2008 13:30:00,TDR,01/15/2008 13:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1994,Adult,F,N,,,
O555,2007038,72772,NESE0276ANNU,06/12/2007 02:30:00,TDR,01/24/2008 17:30:00,TDR,01/24/2008 17:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
J698,2007039,35690,NESE0277ANNU,06/07/2007 21:45:00,TDR,01/06/2008 05:00:00,TDR,01/06/2008 05:00:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,1993,Adult,F,N,,,
W 364,2007040,35894,NESE0278ANNU,06/10/2007 02:30:00,TDR,01/16/2008 13:00:00,TDR,01/16/2008 13:00:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,NaN,Adult,F,N,,,
2218,2007041,34079,NESE0279ANNU,06/08/2007 18:00:00,TDR,01/31/2008 01:30:00,TDR,01/31/2008 01:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
S305,2007042,34076,NESE0280ANNU,06/03/2007 09:30:00,TDR,01/24/2008 16:45:00,TDR,01/24/2008 16:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
2221,2007043,34075,NESE0281ANNU,06/02/2007 07:00:00,PTT,11/22/2007 14:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2003,Adult,F,N,,not recovered,
S105,2007044,34082,NESE0282ANNU,05/31/2007 22:00:00,TDR,03/12/2008 20:00:00,GPS,03/12/2008 20:00:00,GPS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
J922,2007045,34081,NESE0283ANNU,05/27/2007 22:00:00,TDR,10/16/2007 01:45:00,TDR,10/16/2007 01:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1994,Adult,F,N,,Returned in October (definitely not pregnant),
1244,2007046,34083,NESE0284ANNU,06/10/2007 16:30:00,TDR,01/30/2008 12:00:00,TDR,01/30/2008 12:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
WX403,2007047,34073,NESE0285ANNU,06/03/2007 04:00:00,TDR,01/13/2008 23:30:00,TDR,01/13/2008 23:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
R148,2007048,34077,NESE0286ANNU,06/05/2007 05:45:00,TDR,01/17/2008 13:30:00,TDR,01/17/2008 13:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,,,
N558,2007049,34074,NESE0287ANNU,05/24/2007 19:15:00,TDR,01/08/2008 07:45:00,TDR,01/08/2008 07:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1997,Adult,F,N,,,
J922,2007073,34081,NESE0408ANNU,10/28/2007 03:15:00,TDR,03/20/2008 21:00:00,PTT,03/20/2008 21:00:00,PTT,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PM,1994,Adult,F,N,,Started in October from PB (definitely not pregnant),
M558,2008001,56473,NESE0310ANNU,02/12/2008 00:15:00,TDR,05/04/2008 04:00:00,TDR,05/04/2008 04:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,,,
O284,2008002,35684,NESE0311ANNU,02/16/2008 09:45:00,TDR,04/29/2008 16:30:00,TDR,04/29/2008 16:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
WX 82,2008003,35682,NESE0332ANNU,02/13/2008 04:45:00,TDR,04/28/2008 19:00:00,TDR,04/28/2008 19:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
O700,2008004,35683,NESE0312ANNU,02/14/2008 22:31:00,TDR,04/25/2008 15:15:00,TDR,04/25/2008 15:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,,,
WX541,2008005,35894,NESE0313ANNU,02/14/2008 09:15:00,TDR,04/27/2008 15:45:00,TDR,04/27/2008 15:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2001,Adult,F,N,,,
K350,2008006,56474,NESE0314ANNU,02/15/2008 20:00:00,TDR,04/14/2008 22:00:00,TDR,04/14/2008 22:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1994,Adult,F,N,,,
2088,2008007,59109,NESE0315ANNU,02/10/2008 01:15:00,TDR,04/23/2008 06:15:00,TDR,04/23/2008 06:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
O203,2008008,59114,NESE0316ANNU,02/06/2008 11:45:00,TDR,04/18/2008 10:45:00,TDR,04/18/2008 10:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1998,Adult,F,N,,,
R400,2008009,59111,NESE0317ANNU,02/07/2008 08:15:00,TDR,04/14/2008 14:00:00,TDR,04/14/2008 14:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
N268,2008010,59113,NESE0318ANNU,02/05/2008 12:30:00,TDR,04/07/2008 07:15:00,TDR,04/07/2008 07:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1997,Adult,F,N,,,
1360,2008011,44635,NESE0319ANNU,02/07/2008 04:15:00,TDR,04/26/2008 17:15:00,TDR,04/26/2008 17:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,,
M784,2008012,44634,NESE0320ANNU,02/13/2008 16:45:00,TDR,04/23/2008 20:30:00,TDR,04/23/2008 20:30:00,TDR,37.116396,-122.330756,35.667047,-121.278566,ANNU,PIBL,PB,2002,Adult,F,N,,,
2077,2008013,59112,NESE0321ANNU,02/18/2008 20:30:00,TDR,05/11/2008 20:45:00,TDR,05/11/2008 20:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
M778,2008014,34084,NESE0322ANNU,02/17/2008 17:45:00,TDR,05/06/2008 23:15:00,TDR,05/06/2008 23:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
S 74,2008015,34086,NESE0324ANNU,02/18/2008 15:30:00,TDR,05/13/2008 11:15:00,TDR,05/13/2008 11:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
W1218,2008016,34072,NESE0325ANNU,02/24/2008 06:00:00,TDR,05/09/2008 05:30:00,TDR,05/09/2008 05:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1999,Adult,F,N,,,
1133,2008017,62046,NESE0326ANNU,02/21/2008 00:00:00,PTT,04/22/2008 22:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PB,2002,Adult,F,N,,not recovered,
2336,2008018,34085,NESE0327ANNU,02/17/2008 21:15:00,TDR,04/07/2008 19:45:00,TDR,04/07/2008 19:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,,
R256,2008019,35690,NESE0328ANNU,02/16/2008 21:00:00,TDR,05/08/2008 02:30:00,TDR,05/08/2008 02:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
2234,2008020,59110,NESE0329ANNU,02/09/2008 04:45:00,TDR,04/22/2008 11:15:00,TDR,04/22/2008 11:15:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
2445,2008021,56478,NESE0330ANNU,02/10/2008 17:00:00,TDR,05/09/2008 17:45:00,TDR,05/09/2008 17:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,,
1809,2008022,59107,NESE0331ANNU,02/20/2008 05:45:00,TDR,05/04/2008 01:30:00,TDR,05/04/2008 01:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2002,Adult,F,N,,,
1261,2008023,34071,NESE0323ANNU,02/13/2008 21:15:00,TDR,05/03/2008 14:45:00,TDR,05/03/2008 14:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2003,Adult,F,N,,,
2888,2008029,56481,NESE0338ANNU,05/27/2008 11:16:00,TDR,12/28/2008 22:08:00,TDR,12/28/2008 22:08:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
1968,2008030,56483,NESE0339ANNU,05/19/2008 17:26:00,TDR,01/02/2009 00:49:00,TDR,01/02/2009 00:49:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
WX311,2008031,56487,NESE0340ANNU,05/26/2008 06:04:00,TDR,01/08/2009 14:47:00,TDR,01/08/2009 14:47:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2001,Adult,F,N,,,
R841,2008032,37593,NESE0341ANNU,05/22/2008 02:00:00,PTT,12/01/2008 23:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2000,Adult,F,N,,not recovered,
M251,2008033,39454,NESE0342ANNU,05/22/2008 20:06:00,TDR,01/03/2009 04:02:00,TDR,01/03/2009 04:02:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1996,Adult,F,N,,,
R274,2008034,56485,NESE0343ANNU,06/21/2008 10:00:00,PTT,07/18/2008 21:45:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2002,Adult,F,N,,not recovered,
1361,2008035,37591,NESE0344ANNU,06/01/2008 17:04:00,TDR,01/13/2009 19:50:00,TDR,01/13/2009 19:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2004,Adult,F,N,,,
2408,2008036,56482,NESE0345ANNU,06/08/2008 08:45:00,PTT,12/26/2008 06:00:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2004,Adult,F,N,,not recovered,
3388,2008037,56488,NESE0346ANNU,06/01/2008 04:43:00,TDR,01/10/2009 00:30:00,TDR,01/10/2009 00:30:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
2386,2008038,56490,NESE0347ANNU,05/19/2008 06:12:00,TDR,01/05/2009 02:50:00,TDR,01/05/2009 02:50:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1999,Adult,F,N,,,
R975,2008039,37597,NESE0348ANNU,05/27/2008 15:15:00,TDR,01/08/2009 20:53:00,TDR,01/08/2009 20:53:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2000,Adult,F,N,,,
1819,2008040,34083,NESE0349ANNU,05/26/2008 00:00:00,PTT,05/26/2008 20:30:00,PTT,,,37.116396,-122.330756,,,ANNU,,PM,2002,Adult,F,N,,not recovered,
O 80,2008041,34073,NESE0350ANNU,06/09/2008 04:01:00,TDR,01/09/2009 15:52:00,TDR,01/09/2009 15:52:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
2780,2008042,34079,NESE0351ANNU,06/07/2008 11:26:00,TDR,01/09/2009 09:26:00,TDR,01/09/2009 09:26:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2004,Adult,F,N,,,
1712,2008043,34076,NESE0352ANNU,06/09/2008 05:51:00,TDR,12/25/2008 15:45:00,TDR,12/25/2008 15:45:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,,
1381,2008044,34077,NESE0353ANNU,06/08/2008 21:20:00,TDR,01/23/2009 08:00:00,TDR,01/23/2009 08:00:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2003,Adult,F,N,,,
1150,2008045,35683,NESE0214ANNU,06/12/2008 21:15:00,PTT,10/03/2008 18:30:00,PTT,10/03/2008 18:30:00,PTT,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,2002,Adult,F,N,,bad TDR record,
R981,2008046,35894,NESE0355ANNU,06/11/2008 13:45:00,PTT,10/01/2008 12:15:00,PTT,10/01/2008 12:15:00,PTT,37.116396,-122.330756,,,ANNU,,PM,NaN,Adult,F,N,,not recovered,
W1057,2008047,35682,NESE0356ANNU,06/07/2008 07:19:00,TDR,04/09/2009 00:00:00,VIS,04/09/2009 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,1998,Adult,F,N,,,
T588,2008048,35684,NESE0357ANNU,05/29/2008 04:13:00,TDR,01/10/2009 04:54:00,TDR,01/10/2009 04:54:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PM,NaN,Adult,F,N,,,
2888,2009001,59110,NESE0368ANNU,,,,,,,37.116396,-122.330756,,,ANNU,,PB,NaN,Adult,F,N,,NO USABLE DATA,
WT073,2009002,34072,NESE0369ANNU,01/28/2009 03:34:00,TDR,04/02/2009 07:49:00,TDR,04/02/2009 07:49:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
M251,2009003,39454,NESE0370ANNU,02/11/2009 03:39:00,TDR,04/12/2009 08:11:00,TDR,04/12/2009 08:11:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,1996,Adult,F,N,,,
1968,2009004,44635,NESE0371ANNU,01/29/2009 00:00:00,VIS,04/09/2009 00:00:00,VIS,04/09/2009 00:00:00,VIS,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,NaN,Adult,F,N,,,
T378,2009005,34084,NESE0372ANNU,01/26/2009 19:14:00,TDR,04/01/2009 12:09:00,TDR,04/01/2009 12:09:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2005,Adult,F,N,,,
1327,2009006,34086,NESE0373ANNU,02/04/2009 07:15:00,PTT,04/30/2009 02:20:00,PTT,04/30/2009 02:20:00,PTT,37.116396,-122.330756,,,ANNU,,PB,2003,Adult,F,N,,,
WX197,2009007,34085,NESE0374ANNU,02/12/2009 10:30:00,PTT,03/29/2009 15:15:00,PTT,03/29/2009 15:15:00,PTT,37.116396,-122.330756,,,ANNU,,PB,2000,Adult,F,N,,,
S126,2009008,34071,NESE0375ANNU,02/12/2009 12:45:00,TDR,04/15/2009 17:05:00,TDR,04/15/2009 17:05:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2000,Adult,F,N,,,
1361,2009009,37591,NESE0376ANNU,02/11/2009 14:02:00,TDR,04/13/2009 03:58:00,TDR,04/13/2009 03:58:00,TDR,37.116396,-122.330756,37.116396,-122.330756,ANNU,ANNU,PB,2004,Adult,F,N,,,
